id,context,question,A,B,C,D,answer
182,"基金1:本基金管理人将根据宏观经济研究员对宏观经济形势的研究，策略研究员对市场运行趋势的研究，以及行业研究员对行业投资价值的研究，综合考虑本基金的投资目标、市场发展趋势、风险控制要求等因素，制定本基金资产在股票、债券和现金等大类资产的配置比例，并定期或不定期地进行调整。本基金将80%以上的股票资产投资于受益于内需增长的行业中的优质企业。
本基金股票投资采用备选库制度，本基金的备选库包括一级库和二级库。一级库是本基金管理人所管理旗下基金统一的股票投资范围，入选条件主要是根据广发企业价值评估体系，通过对企业财务状况、经营管理状况、竞争力优势及所处行业环境等重点进行研究，筛选出基本面良好的股票进入一级库。
在债券投资上，遵循稳健投资的原则，在良好控制利率风险及市场风险、个券信用风险的前提下，采用久期控制下的主动性投资策略，通过自上而下的宏观分析以及对个券相对价值的比较，发现和确认市场失衡，把握投资机会，实现风险收益的最优化。
权证为本基金辅助性投资工具，投资原则为有利于加强基金风险控制，有利于基金资产增值。
基金2:本基金的主要投资策略包括：期限配置策略、期限结构策略、信用债券投资策略、证券选择策略、短期和中长期的市场环境中的投资策略及资产支持证券等品种投资策略，在严格控制风险的前提下，发掘和利用市场失衡提供的投资机会，实现组合资产的增值。
本基金投资AA+的信用债券占信用债券资产的比例不超过80%，投资AAA的信用债券占信用债券资产的比例不低于30%。",基金1的股票投资主要聚焦于哪些方面？,基金1的股票投资主要聚焦在受益于内需增长的行业中的优质企业，占股票资产的70%以上。,基金1的股票投资主要聚焦在受益于内需增长的行业中的中小企业，占股票资产的80%以上。,基金1的股票投资主要聚焦在受益于外需增长的行业中的优质企业，占股票资产的80%以上。,基金1的股票投资主要聚焦在受益于内需增长的行业中的优质企业，占股票资产的80%以上。,
183,"基金1:本基金主要采用完全复制法进行投资，按照成份股在标的指数中的基准权重构建指数化投资组合，并根据标的指数成份股及其权重的变化进行相应调整。
当预期成份股发生调整，成份股发生配股、增发、分红等行为，以及因基金的申购和赎回对本基金跟踪中证煤炭指数的效果可能带来影响，导致无法有效复制和跟踪标的指数时，基金管理人可以根据市场情况，采取合理措施，在合理期限内进行适当的处理和调整，力争使跟踪误差控制在限定的范围之内。
本基金的股票资产投资比例不低于基金资产的85%，其中投资于中证煤炭指数成份股和备选成份股的资产不低于非现金基金资产的80%，每个交易日日终在扣除股指期货合约需缴纳的交易保证金后，保持不低于基金资产净值5%的现金或者到期日在一年以内的政府债券，权证及其他金融工具的投资比例依照法律法规或监管机构的规定执行。
基金2:本基金的大类资产由股票资产和非股票资产构成。其中股票资产中绝大部分股票组合为全复制深证300指数的成份股及其备选成份股组合，非股票组合绝大部分由现金以及到期日在一年以内的政府债券的组成，主要用于支付赎回款、支付增发或配股款项，支付交易费用、管理费和托管费等。
本基金采用指数复制结合相对增强的投资策略，即通过全样本复制的方式拟合、跟踪深证300指数，并在严格控制跟踪偏离度和跟踪误差的前提下进行相对增强的投资管理。
本基金将权证的投资作为提高基金投资组合收益的辅助手段。
本基金将以降低基金的跟踪误差为目的，在控制流动性风险的基础上，构建债券投资组合。
为有效控制现金留存的影响，基金管理人将采用积极的现金头寸管理手段。
本基金以套期保值为目的，参与股指期货交易。
每月末、季度末定期分析基金跟踪误差变化情况及其原因，并根据跟踪误差的来源和其可控制性，有针对性的进行管理和控制。",基金1的股票资产投资比例和基金2的比例有何不同？,基金1和基金2的股票资产投资比例相同，都是不低于基金资产的85%。,基金1的股票资产投资比例不低于基金资产的85%，而基金2的描述中没有明确提及股票资产投资的具体比例。,基金1的股票资产投资比例不低于基金资产的85%，而基金2的股票资产投资比例不低于基金资产的90%。,基金1的股票资产投资比例不低于基金资产的80%，而基金2的股票资产投资比例不低于基金资产的85%。,
184,"基金1:本基金为债券型的QDII基金，基金的资产配置范围为：政府债券、公司债券、可转换债券、住房按揭支持证券、资产支持证券等债券，债券基金，银行存款、可转让存单、银行承兑汇票、银行票据、商业票据、回购协议、货币市场基金等货币市场工具以及中国证监会允许投资的其他金融工具，包括货币远期/期货/互换、利率互换、信用违约互换等风险对冲工具。
本基金采用的债券投资策略以买入持有策略为主，配合信用策略、期限结构策略、互换策略等卫星策略。在谨慎投资的前提下，力争获取高于业绩比较基准的投资收益。
本基金的基金投资主要对象为债券基金等固定收益类基金。
本基金将以投资组合避险或有效管理为目标，在基金风险承受能力许可的范围内，本着谨慎原则，适度参与衍生品投资；可能使用到的衍生产品包含货币远期/期货/互换、利率互换、信用违约互换及相关指数，以及股指期货等可以进行宏观和微观风险对冲的工具。
基金2:本基金通过对宏观经济、利率走势、资金供求、信用风险状况、证券市场走势等方面的分析和预测，采取信用策略、久期策略、收益率曲线策略、收益率利差策略、息差策略、债券选择策略等，在严格的风险控制基础上，力求实现基金资产的稳定增值。",基金1是否以债券为主要投资对象？,是的，基金1的主要投资对象为债券基金等固定收益类基金。,基金1主要投资对象为股票基金和混合型基金。,基金1主要投资对象为房地产和大宗商品。,基金1的主要投资对象为货币市场工具和金融衍生品。,
185,"基金1:本基金为债券型的QDII基金，基金的资产配置范围为：政府债券、公司债券、可转换债券、住房按揭支持证券、资产支持证券等债券，债券基金，银行存款、可转让存单、银行承兑汇票、银行票据、商业票据、回购协议、货币市场基金等货币市场工具以及中国证监会允许投资的其他金融工具，包括货币远期/期货/互换、利率互换、信用违约互换等风险对冲工具。
本基金采用的债券投资策略以买入持有策略为主，配合信用策略、期限结构策略、互换策略等卫星策略。在谨慎投资的前提下，力争获取高于业绩比较基准的投资收益。
本基金的基金投资主要对象为债券基金等固定收益类基金。
本基金将以投资组合避险或有效管理为目标，在基金风险承受能力许可的范围内，本着谨慎原则，适度参与衍生品投资；可能使用到的衍生产品包含货币远期/期货/互换、利率互换、信用违约互换及相关指数，以及股指期货等可以进行宏观和微观风险对冲的工具。
基金2:本基金通过对宏观经济、利率走势、资金供求、信用风险状况、证券市场走势等方面的分析和预测，采取信用策略、久期策略、收益率曲线策略、收益率利差策略、息差策略、债券选择策略等，在严格的风险控制基础上，力求实现基金资产的稳定增值。",基金1的投资策略是否包含期限结构策略？,基金1的投资策略包含信用策略和期限结构策略，而不包含互换策略。,基金1的投资策略不包含期限结构策略。,是的，基金1的投资策略包含期限结构策略。,基金1的投资策略主要包含信用策略和互换策略，不包含期限结构策略。,
186,"基金1:本基金为债券型的QDII基金，基金的资产配置范围为：政府债券、公司债券、可转换债券、住房按揭支持证券、资产支持证券等债券，债券基金，银行存款、可转让存单、银行承兑汇票、银行票据、商业票据、回购协议、货币市场基金等货币市场工具以及中国证监会允许投资的其他金融工具，包括货币远期/期货/互换、利率互换、信用违约互换等风险对冲工具。
本基金采用的债券投资策略以买入持有策略为主，配合信用策略、期限结构策略、互换策略等卫星策略。在谨慎投资的前提下，力争获取高于业绩比较基准的投资收益。
本基金的基金投资主要对象为债券基金等固定收益类基金。
本基金将以投资组合避险或有效管理为目标，在基金风险承受能力许可的范围内，本着谨慎原则，适度参与衍生品投资；可能使用到的衍生产品包含货币远期/期货/互换、利率互换、信用违约互换及相关指数，以及股指期货等可以进行宏观和微观风险对冲的工具。
基金2:本基金通过对宏观经济、利率走势、资金供求、信用风险状况、证券市场走势等方面的分析和预测，采取信用策略、久期策略、收益率曲线策略、收益率利差策略、息差策略、债券选择策略等，在严格的风险控制基础上，力求实现基金资产的稳定增值。",两只基金是否都采用了信用策略？,只有基金2采用了信用策略，基金1没有采用信用策略。,是的，两只基金都采用了信用策略。,基金1采用了信用策略，而基金2没有明确表述是否采用信用策略。,只有基金1采用了信用策略，基金2没有采用信用策略。,
187,"基金1:本基金为债券型的QDII基金，基金的资产配置范围为：政府债券、公司债券、可转换债券、住房按揭支持证券、资产支持证券等债券，债券基金，银行存款、可转让存单、银行承兑汇票、银行票据、商业票据、回购协议、货币市场基金等货币市场工具以及中国证监会允许投资的其他金融工具，包括货币远期/期货/互换、利率互换、信用违约互换等风险对冲工具。
本基金采用的债券投资策略以买入持有策略为主，配合信用策略、期限结构策略、互换策略等卫星策略。在谨慎投资的前提下，力争获取高于业绩比较基准的投资收益。
本基金的基金投资主要对象为债券基金等固定收益类基金。
本基金将以投资组合避险或有效管理为目标，在基金风险承受能力许可的范围内，本着谨慎原则，适度参与衍生品投资；可能使用到的衍生产品包含货币远期/期货/互换、利率互换、信用违约互换及相关指数，以及股指期货等可以进行宏观和微观风险对冲的工具。
基金2:本基金通过对宏观经济、利率走势、资金供求、信用风险状况、证券市场走势等方面的分析和预测，采取信用策略、久期策略、收益率曲线策略、收益率利差策略、息差策略、债券选择策略等，在严格的风险控制基础上，力求实现基金资产的稳定增值。",基金1对于投资组合的目标是什么？,基金1的投资组合目标是实现最大化投资收益。,基金1的投资组合目标是保持资产的流动性特征并实现稳定的现金流收益。,基金1将以投资组合避险或有效管理为目标。,基金1的投资组合目标是跟踪并超过业绩比较基准的表现。,
188,"基金1:本基金综合运用定性和定量的分析手段，在对宏观经济因素进行充分研究的基础上，判断宏观经济周期所处阶段。
本基金主要投资于可转换债券等固定收益类品种，在有效控制风险的基础上，以可转换债券为主要投资标的，力求取得超越基金业绩比较基准的收益。
本基金股票投资以精选个股为主，发挥基金管理人专业研究团队的研究能力，从定量和定性两方面考察上市公司的增值潜力。
基金2:本基金力争通过合理判断市场走势，合理配置股票、股指期货、债券等投资工具的比例，本基金主要采用市场中性的投资策略，通过定量和定性相结合的方法精选个股，并通过卖出股指期货合约对冲系统性风险，力争实现稳定的绝对回报。",两只基金所倚重的研究团队特点是什么？,基金1和基金2都采用了定量和定性相结合的分析方法进行投资决策，只是基金1更注重宏观经济因素的研究。,基金1强调其管理团队专业研究团队的研究能力，这是他们精选个股的依据；而基金2并未明确提及团队特点，更多地采用定量定性相结合的分析方法去做投资决策。,基金1和基金2都强调了他们的研究团队的专业能力和研究能力，只是基金1更强调精选个股的依据。,基金1和基金2都没有提及研究团队的特点，只是基金1更注重宏观经济因素的研究，而基金2更注重合理配置投资工具的比例。,
189,"基金1:本基金综合运用定性和定量的分析手段，在对宏观经济因素进行充分研究的基础上，判断宏观经济周期所处阶段。
本基金主要投资于可转换债券等固定收益类品种，在有效控制风险的基础上，以可转换债券为主要投资标的，力求取得超越基金业绩比较基准的收益。
本基金股票投资以精选个股为主，发挥基金管理人专业研究团队的研究能力，从定量和定性两方面考察上市公司的增值潜力。
基金2:本基金力争通过合理判断市场走势，合理配置股票、股指期货、债券等投资工具的比例，本基金主要采用市场中性的投资策略，通过定量和定性相结合的方法精选个股，并通过卖出股指期货合约对冲系统性风险，力争实现稳定的绝对回报。",在选股策略上，两只基金有何相同之处？,在选股策略上，这两只基金没有相同之处，一个基金主要采用定量分析，另一个基金主要采用定性分析。,两只基金都采用市场中性的投资策略，并通过卖出股指期货合约对冲系统性风险。,两只基金都注重对个股的精选，且都采用定量和定性相结合的方法来进行分析和决策。,两只基金在选股过程中都仅仅考虑了定量因素，忽视了定性分析的重要性。,
190,"基金1:本基金为指数型基金，原则上采用完全复制标的指数的方法跟踪标的指数，即按照中证海外中国互联网指数中的成份股组成及其权重构建股票投资组合，并根据标的指数成份股及其权重的变动进行相应调整。当预期成份股发生调整和成份股发生配股、增发、分红等行为时，或因基金的申购和赎回等对本基金跟踪标的指数的效果可能带来影响时，或因某些特殊情况导致成份股流动性不足时，或其他原因导致无法有效复制和跟踪标的指数时，基金管理人可以对投资组合管理进行适当变通和调整，从而使得投资组合紧密地跟踪标的指数，并使跟踪误差控制在限定的范围之内。如因指数编制规则调整或其他因素导致跟踪偏离度和跟踪误差超过上述范围，基金管理人应采取合理措施避免跟踪偏离度、跟踪误差进一步扩大。
本基金投资股指期货将根据风险管理的原则，以套期保值为目的，主要选择流动性好、交易活跃的股指期货合约。在建仓期或者出现大量净申购或净赎回的情况时，本基金将使用股指期货来进行流动性风险管理。本基金力争利用股指期货的杠杆作用，降低股票仓位频繁调整的交易成本和跟踪误差，达到有效跟踪标的指数的目的。
基金2:本基金力争通过合理判断市场走势，合理配置股票、股指期货、债券等投资工具的比例，本基金主要采用市场中性的投资策略，通过定量和定性相结合的方法精选个股，并通过卖出股指期货合约对冲系统性风险，力争实现稳定的绝对回报。",两只基金在交易活跃程度方面有何不同?,基金1和基金2在交易活跃程度方面存在一定的差异。基金1选择流动性好、交易活跃的股指期货合约进行投资，而基金2通过定量和定性相结合的方法来精选个股，其交易活跃程度受市场变动的影响较大。,两只基金在交易活跃程度方面没有明显的区别。基金1通过选择流动性好、交易活跃的股指期货合约进行投资管理，在交易活跃程度上与基金2无明显差异。,基金1选择流动性好、交易活跃的股指期货合约进行投资，而基金2则通过精选个股和使用股指期货进行配置，该方面无法直接进行比较。,基金1与基金2在交易活跃程度方面有所不同。基金1主要依赖于股指期货的交易活跃程度，而基金2则通过精选个股和使用股指期货进行配置，可以更加灵活地应对不同市场情况。,
191,"基金1:本基金将综合考虑各类投资品种的收益和风险特征，在保证基金资产安全性的基础上力争为投资人创造稳定的收益。同时，本基金将关注宏观经济走势、货币政策和财政政策的变化，结合对货币市场利率变动的预期，对投资组合进行管理。
本基金通过对CPI指标、GDP增长率、货币供应量、国际利率水平、汇率等因素的分析，形成对实体经济基本面的宏观研判。同时，结合央行公开市场操作、货币市场与资本市场资金互动等变动情况，合理预期货币市场利率曲线动态变化，并据此决定整体资产配置策略。
本基金将通过分析各类属的相对收益、利差变化、流动性风险、信用风险等因素来确定类属配置比例，寻找具有投资价值的投资品种，力争取得较高的回报。
本基金在投资银行存款时将对不同银行的银行存款收益率做深入的分析，同时结合各银行的信用等级、存款期限等因素的研究，综合考量整体利率市场环境及其变动趋势，在严格控制风险的前提下决定各银行存款的投资比例。
本基金将对低估债券品种进行重点关注。此外，鉴于收益率曲线可以判断出定价偏高或偏低的期限段，从而指导相对价值投资，这也可以帮助基金管理人选择投资于定价低估的短期债券品种。
基金2:本基金将在限定的投资范围内，根据国家货币政策和财政政策实施情况、市场收益率曲线变动情况、市场流动性情况来预测债券市场整体利率趋势，同时结合各具体品种的供需情况、流动性、信用状况和利率敏感度等因素进行综合分析，在严格控制风险的前提下，构建和调整债券投资组合。在非债券类品种投资方面，本基金将充分发挥机构投资者在新股询价过程中的积极作用，积极参与新股（含增发新股）的申购、询价和配售，在严格控制整体风险的前提下，提高基金超额收益，力争为投资者提供长期稳定投资回报。",基金1在投资银行存款时，会如何决定各银行存款的投资比例？,基金1会根据各银行的股票市场表现决定各银行存款的投资比例。,基金1在投资银行存款时，会对不同银行的银行存款收益率做深入的分析，同时结合各银行的信用等级、存款期限等因素的研究，综合考量整体利率市场环境及其变动趋势，最后在严格控制风险的前提下决定各银行存款的投资比例。,基金1会按照银行提供的佣金比例决定各银行存款的投资比例。,基金1会根据各银行的规模和知名度决定各银行存款的投资比例。,
192,"基金1:本基金将综合考虑各类投资品种的收益和风险特征，在保证基金资产安全性的基础上力争为投资人创造稳定的收益。同时，本基金将关注宏观经济走势、货币政策和财政政策的变化，结合对货币市场利率变动的预期，对投资组合进行管理。
本基金通过对CPI指标、GDP增长率、货币供应量、国际利率水平、汇率等因素的分析，形成对实体经济基本面的宏观研判。同时，结合央行公开市场操作、货币市场与资本市场资金互动等变动情况，合理预期货币市场利率曲线动态变化，并据此决定整体资产配置策略。
本基金将通过分析各类属的相对收益、利差变化、流动性风险、信用风险等因素来确定类属配置比例，寻找具有投资价值的投资品种，力争取得较高的回报。
本基金在投资银行存款时将对不同银行的银行存款收益率做深入的分析，同时结合各银行的信用等级、存款期限等因素的研究，综合考量整体利率市场环境及其变动趋势，在严格控制风险的前提下决定各银行存款的投资比例。
本基金将对低估债券品种进行重点关注。此外，鉴于收益率曲线可以判断出定价偏高或偏低的期限段，从而指导相对价值投资，这也可以帮助基金管理人选择投资于定价低估的短期债券品种。
基金2:本基金将在限定的投资范围内，根据国家货币政策和财政政策实施情况、市场收益率曲线变动情况、市场流动性情况来预测债券市场整体利率趋势，同时结合各具体品种的供需情况、流动性、信用状况和利率敏感度等因素进行综合分析，在严格控制风险的前提下，构建和调整债券投资组合。在非债券类品种投资方面，本基金将充分发挥机构投资者在新股询价过程中的积极作用，积极参与新股（含增发新股）的申购、询价和配售，在严格控制整体风险的前提下，提高基金超额收益，力争为投资者提供长期稳定投资回报。",基金2如何提高超额收益？,基金2通过购买高风险的债券品种来提高超额收益。,基金2通过不严格控制风险，大量投资于低质量的债券品种来提高超额收益。,基金2通过通过外汇交易和杠杆操作来提高超额收益。,基金2主要是通过积极参与新股（包括增发新股）的申购、询价和配售，在严格控制整体风险的前提下，来提高超额收益。,
193,"基金1:本基金将综合考虑各类投资品种的收益和风险特征，在保证基金资产安全性的基础上力争为投资人创造稳定的收益。同时，本基金将关注宏观经济走势、货币政策和财政政策的变化，结合对货币市场利率变动的预期，对投资组合进行管理。
本基金通过对CPI指标、GDP增长率、货币供应量、国际利率水平、汇率等因素的分析，形成对实体经济基本面的宏观研判。同时，结合央行公开市场操作、货币市场与资本市场资金互动等变动情况，合理预期货币市场利率曲线动态变化，并据此决定整体资产配置策略。
本基金将通过分析各类属的相对收益、利差变化、流动性风险、信用风险等因素来确定类属配置比例，寻找具有投资价值的投资品种，力争取得较高的回报。
本基金在投资银行存款时将对不同银行的银行存款收益率做深入的分析，同时结合各银行的信用等级、存款期限等因素的研究，综合考量整体利率市场环境及其变动趋势，在严格控制风险的前提下决定各银行存款的投资比例。
本基金将对低估债券品种进行重点关注。此外，鉴于收益率曲线可以判断出定价偏高或偏低的期限段，从而指导相对价值投资，这也可以帮助基金管理人选择投资于定价低估的短期债券品种。
基金2:本基金将在限定的投资范围内，根据国家货币政策和财政政策实施情况、市场收益率曲线变动情况、市场流动性情况来预测债券市场整体利率趋势，同时结合各具体品种的供需情况、流动性、信用状况和利率敏感度等因素进行综合分析，在严格控制风险的前提下，构建和调整债券投资组合。在非债券类品种投资方面，本基金将充分发挥机构投资者在新股询价过程中的积极作用，积极参与新股（含增发新股）的申购、询价和配售，在严格控制整体风险的前提下，提高基金超额收益，力争为投资者提供长期稳定投资回报。",基金1遇到经济环境变化时，如何调整策略？,基金1在经济环境变化时将只考虑对CPI指标和GDP增长率的影响，忽视其他宏观经济指标的分析，这样可能会导致对实体经济基本面的判断不准确，影响投资组合的决策。,基金1在经济环境变化时将放弃宏观经济走势的关注，只关注流动性风险和信用风险，这样可能会导致无法充分考虑整体经济情况，影响投资组合的管理策略。,基金1在遇到经济环境变化时，能够通过关注宏观经济走势、货币政策和财政政策的变化，结合对货币市场利率变动的预期，对投资组合进行管理，在保证基金资产安全性的基础上力争为投资人创造稳定的收益。,基金1在经济环境变化时将完全依赖技术分析和预测模型，忽视对宏观经济走势、货币政策和财政政策的关注，这样可能会使投资组合无法及时调整，增加风险和损失。,
194,"基金1:本基金投资管理将充分运用收益率策略与估值策略相结合的方法，对各类可投资资产进行合理的配置和选择。投资策略首先审慎考虑各类资产的收益性、流动性及风险性特征，在风险与收益的配比中，力求将各类风险降到最低，并在控制投资组合良好流动性的基础上为投资者获取稳定的收益。
基金2:本基金将参考公司投资决策委员会所形成的大类资产配置范围，在对宏观经济及产业景气周期的研判基础上，优选周期行业股票，寻找具备基本面健康、估值有优势、竞争优势强、管理水平高的合理投资标的，在严格控制投资风险的条件下，力争获取超越业绩比较基准的投资回报收益。
在控制风险的前提下，本基金将在对宏观经济及产业景气周期的研判基础上，把握经济运行周期波动中的轮动规律，优先配置股票资产，本基金股票资产占基金资产的比例为60-95%，本基金将80%以上的股票资产投资于周期行业股票。",基金1和基金2在风险控制方面有什么不同？,基金1在风险控制方面没有提及具体的策略和方法，基金2则强调严格控制风险条件下争取超越基准的回报，可能存在较高的风险。,基金1和基金2在风险控制方面没有明显不同之处。,基金1在风险与收益的配比中注重降低各类风险，而基金2则注重获取超越业绩比较基准的投资回报，但并未提及具体的风险控制方法。,基金1在风险与收益的配比中，力求将各类风险降到最低，基金2则在严格控制风险的条件下，力争获取超越业绩比较基准的投资回报收益。,
195,"基金1:本基金投资管理将充分运用收益率策略与估值策略相结合的方法，对各类可投资资产进行合理的配置和选择。投资策略首先审慎考虑各类资产的收益性、流动性及风险性特征，在风险与收益的配比中，力求将各类风险降到最低，并在控制投资组合良好流动性的基础上为投资者获取稳定的收益。
基金2:本基金将参考公司投资决策委员会所形成的大类资产配置范围，在对宏观经济及产业景气周期的研判基础上，优选周期行业股票，寻找具备基本面健康、估值有优势、竞争优势强、管理水平高的合理投资标的，在严格控制投资风险的条件下，力争获取超越业绩比较基准的投资回报收益。
在控制风险的前提下，本基金将在对宏观经济及产业景气周期的研判基础上，把握经济运行周期波动中的轮动规律，优先配置股票资产，本基金股票资产占基金资产的比例为60-95%，本基金将80%以上的股票资产投资于周期行业股票。",基金2的股票资产占比是否固定？,基金2的股票资产占比是固定的，为80%以上。,基金2的股票资产占比是固定的，为95%。,不固定，基金2股票资产的占比在60-95%之间。,基金2的股票资产占比是固定的，为60%。,
196,"基金1:本基金投资管理将充分运用收益率策略与估值策略相结合的方法，对各类可投资资产进行合理的配置和选择。投资策略首先审慎考虑各类资产的收益性、流动性及风险性特征，在风险与收益的配比中，力求将各类风险降到最低，并在控制投资组合良好流动性的基础上为投资者获取稳定的收益。
基金2:本基金将参考公司投资决策委员会所形成的大类资产配置范围，在对宏观经济及产业景气周期的研判基础上，优选周期行业股票，寻找具备基本面健康、估值有优势、竞争优势强、管理水平高的合理投资标的，在严格控制投资风险的条件下，力争获取超越业绩比较基准的投资回报收益。
在控制风险的前提下，本基金将在对宏观经济及产业景气周期的研判基础上，把握经济运行周期波动中的轮动规律，优先配置股票资产，本基金股票资产占基金资产的比例为60-95%，本基金将80%以上的股票资产投资于周期行业股票。",基金1如何把握风险与收益的平衡？,基金1在风险与收益的配比中，过于追求收益最大化，忽视了风险控制，可能导致投资者承担过高的风险。,基金1在风险与收益的配比中，采取收益率策略与估值策略相结合的方法，力求将各类风险降到最低。,基金1采用的收益率策略与估值策略相结合的方法，并未真正降低各类风险，投资者可能无法获取稳定的收益。,基金1主要考虑收益性和流动性，忽视了风险性特征，可能存在风险无法有效控制的问题。,
197,"基金1:本基金采用被动式指数化投资方法，按照标的指数的成份股及其权重来构建基金的股票投资组合，并根据标的指数成份股及其权重的变动进行相应调整。
当成份股发生配股、增发、分红等行为时，或因基金的申购和赎回等对本基金跟踪标的指数的效果可能带来影响时，或因某些特殊情况导致流动性不足时，或其他原因导致无法有效复制和跟踪标的指数时，基金管理人可以对投资组合管理进行适当变通和调整，以更好地实现本基金的投资目标。
本基金力争日均跟踪偏离度的绝对值不超过0.5%，年跟踪误差不超过5%。
基金2:在不同的市场阶段，本基金将分别从宏观经济情景、各类资产收益风险预期等方面进行深入分析，在股票与债券资产之间进行策略性资产配置，以使基金在保持总体风险水平相对稳定的基础上，优化基金资产组合。
本基金股票投资策略由采用自上而下的资产配置计划与自下而上的选股计划组成。",基金1的投资目标是什么？,基金1的投资目标是主动打败跟踪指数，力争日均跟踪偏离度的绝对值不超过1%，年跟踪误差不超过10%。,基金1的投资目标是追求高风险高回报，力争超过标的指数的年化收益率。,基金1的投资目标是追求长期稳定盈利，力争年化收益率不低于20%。,基金1的投资目标是复制和跟踪标的指数，力争日均跟踪偏离度的绝对值不超过0.5%，年跟踪误差不超过5%。,
198,"基金1:本基金采用被动式指数化投资方法，按照标的指数的成份股及其权重来构建基金的股票投资组合，并根据标的指数成份股及其权重的变动进行相应调整。
当成份股发生配股、增发、分红等行为时，或因基金的申购和赎回等对本基金跟踪标的指数的效果可能带来影响时，或因某些特殊情况导致流动性不足时，或其他原因导致无法有效复制和跟踪标的指数时，基金管理人可以对投资组合管理进行适当变通和调整，以更好地实现本基金的投资目标。
本基金力争日均跟踪偏离度的绝对值不超过0.5%，年跟踪误差不超过5%。
基金2:在不同的市场阶段，本基金将分别从宏观经济情景、各类资产收益风险预期等方面进行深入分析，在股票与债券资产之间进行策略性资产配置，以使基金在保持总体风险水平相对稳定的基础上，优化基金资产组合。
本基金股票投资策略由采用自上而下的资产配置计划与自下而上的选股计划组成。",基金1在哪些情况下会对投资组合管理进行变通和调整？,当基金的管理费用发生变动时，基金1会对投资组合管理进行变通和调整。,当成份股发生配股、增发、分红等行为时，或因基金的申购和赎回等对本基金跟踪标的指数的效果可能带来影响时，或因某些特殊情况导致流动性不足时，或其他原因导致无法有效复制和跟踪标的指数时，基金1会对投资组合管理进行变通和调整。,当成份股涨跌幅度超过5%时，基金1会对投资组合管理进行变通和调整。,当基金的规模超过一定阈值时，基金1会对投资组合管理进行变通和调整。,
199,"基金1:本基金采用被动式指数化投资方法，按照标的指数的成份股及其权重来构建基金的股票投资组合，并根据标的指数成份股及其权重的变动进行相应调整。
当成份股发生配股、增发、分红等行为时，或因基金的申购和赎回等对本基金跟踪标的指数的效果可能带来影响时，或因某些特殊情况导致流动性不足时，或其他原因导致无法有效复制和跟踪标的指数时，基金管理人可以对投资组合管理进行适当变通和调整，以更好地实现本基金的投资目标。
本基金力争日均跟踪偏离度的绝对值不超过0.5%，年跟踪误差不超过5%。
基金2:在不同的市场阶段，本基金将分别从宏观经济情景、各类资产收益风险预期等方面进行深入分析，在股票与债券资产之间进行策略性资产配置，以使基金在保持总体风险水平相对稳定的基础上，优化基金资产组合。
本基金股票投资策略由采用自上而下的资产配置计划与自下而上的选股计划组成。",基金1在什么情况下可能无法有效复制和跟踪标的指数？,当标的指数的成份股发生配股、增发、分红等行为时，基金1可能无法有效复制和跟踪标的指数。,当标的指数的成份股权重发生变动时，基金1可能无法有效复制和跟踪标的指数。,当成份股发生配股、增发、分红等行为，或因申购和赎回等对基金的影响，或某些特殊情况导致市场流动性不足，或其他原因时，基金1可能无法有效复制和跟踪标的指数。,当基金管理人对投资组合管理进行适当变通和调整时，基金1可能无法有效复制和跟踪标的指数。,
200,"基金1:基金将根据公司债、企业债、金融债、国债等不同债券板块之间的相对投资价值分析,确定债券类属配置策略。
本基金将根据对利率水平的预期，在预期利率下降时，增加组合久期，以较多地获得债券价格上升带来的收益，在预期利率上升时，减小组合久期，以规避债券价格下降的风险。
本基金适时采用跟踪收益率曲线的骑乘策略或者基于收益率曲线变化的子弹、杠铃及梯形策略构造组合，并进行动态调整。
根据对未来债券市场的判断，基金采用战略性配置与战术性交易结合的方法，买入并持有核心资产，同时结合市场上出现的机会利用信用利差策略进行战术交易。
在严格控制风险的前提下，通过严谨的研究，综合考虑中小企业私募债券的安全性、收益性和流动性等特征，并与其他投资品种进行对比后，选择具有相对优势的类属和个券进行投资。
在严格控制风险的前提下，本基金将适度参与新股申购、增发、可转债转换等方式获得的股票、要约收购类股票及其权证的投资，以增加基金收益。
基金2:在不同的市场阶段，本基金将分别从宏观经济情景、各类资产收益风险预期等方面进行深入分析，在股票与债券资产之间进行策略性资产配置，以使基金在保持总体风险水平相对稳定的基础上，优化基金资产组合。
本基金股票投资策略由采用自上而下的资产配置计划与自下而上的选股计划组成。",基金1如何利用新股申购、增发、可转债转换等方式进行投资？,基金1会大量参与新股申购、增发、可转债转换等方式，以获取更高的投资回报。,基金1会完全回避新股申购、增发、可转债转换等方式的投资，以避免风险。,基金1会将大部分资金用于新股申购、增发、可转债转换等方式的投资，以获取更高的投资回报。,基金1在严格控制风险的前提下，适度参与新股申购、增发、可转债转换等方式获得的股票，这种方式可以增加基金的收益。,
