id,context,question,A,B,C,D,answer
156,二、重大疾病特殊门诊医疗费用 指被保险人经医院明确诊断罹患本主险合同约定的重大疾病且必须接受以下特殊门诊治疗时，被保险人实际支出的、合理且必要的重大疾病特殊门诊医疗费用：(一)门诊肾透析费用；(二)门诊恶性肿瘤治疗费用：包括化学疗法、放射疗法、肿瘤免疫疗法、肿 瘤内分泌疗法和肿瘤靶向疗法；(三)器官移植后的门诊抗排异治疗费用。7.3 医院指国家卫生行政部门的医院等级分类中的二级或二级以上的公立医院的普通部（不包含其中的特需医疗、外宾医疗、干部病房），但不包括主要为康复、护理、疗养、戒酒、戒毒或相类似的医疗机构。（1）由我们认可的医院中设有专门血液病专科的公立三级甲等医院，血液病 专科的主治级别以上的医师确诊；7.3医院(十二)被保险人在我们指定医疗机构高级病房（包括特需病房、国际部病房、 外宾病房、VIP病房、干部病房等）或指定医疗机构范围外的其他医疗 机构住院的医疗费用；7.3 医院指国家卫生行政部门的医院等级分类中的二级或二级以上的公立医院的普通部（不包含其中的特需医疗、外宾医疗、干部病房），但不包括主要为康复、护理、疗养、戒酒、戒毒或相类似的医疗机构。（1）由我们认可的医院中设有专门血液病专科的公立三级甲等医院，血液病 专科的主治级别以上的医师确诊；,需要提取的属性是：【医院类型】；该属性的类型是：【ENUM】；该属性的取值范围是：【互联网医院、海外医院、昂贵医院、民营医院(不含昂贵医院)、其他指定医院、公立医院、未知】；,海外医院,其他指定医院,公立医院,昂贵医院,
157,2.特殊门诊医疗保险金 若被保险人因遭受意外伤害事故或在等待期后发生的疾病，在我们认可的医院进行本主险合同约定的特殊门诊治疗，我们将对被保险人需个人支付的必要且合理的医疗费用，按本主险合同约定的医疗保险金的计算方法给付特殊门诊医疗保险金。特殊门诊医疗保险金包括：（1）门诊肾透析费；（2）器官移植后的门诊抗排异治疗费；（3）门诊恶性肿瘤（释义二十）治疗费，包括化学疗法（释义二十一）、放射疗法（释义二十二）、肿瘤免疫疗法（释义二十三）、肿瘤内分泌疗法（释义二十四）、肿瘤靶向治疗费用（释义二十五）。特殊门诊就诊范围不包括特需医疗部门诊和国际医疗部门诊。,需要提取的属性是：【事故类型】；该属性的类型是：【ENUM】；该属性的取值范围是：【非意外伤害、不限、意外伤害、未知】；,非意外伤害,未知,意外伤害,不限,
158,4.2 保险事故通知您、被保险人或受益人知道保险事故后应当在10日内通知我们。如果您、被保险人或受益人故意或者因重大过失未及时通知，致使保险事故的性质、原因、损失程度等难以确定的，我们对无法确定的部分，不承担给付保险金的责任，但我们通过其他途径已经及时知道或者应当及时知道保险事故发生或者虽未及时通知但不影响我们确定保险事故的性质、原因、损失程度的除外。3.4 犹豫期从您首次收到本合同并书面签收之日起，有15日的犹豫期。在犹豫期内请您认真审视本合同，如果您认为本合同与您的需求不相符，您可以在此期间提出解除本合同，我们将无息退还您所支付的全部保险费。3.4犹豫期（2）您申报的被保险人年龄或性别不真实，致使您实付保险费少于应付保险费的， 我们有权更正并要求您补交保险费；若已经发生保险事故，在给付保险金时按实付保险费和应付保险费的比例给付。4.2保险事故通知,需要提取的属性是：【意外免等待期】；该属性的类型是：【ENUM】；该属性的取值范围是：【是、不涉及、否、未知】；,是,不涉及,否,未知,
159,三、身故保险金 如果被保险人身故，我们按本合同的标准体7年交保险费与被保险人身故时本合同的保单年度数8或交费年期数9（以较小者为准）的乘积给付身故保险金，同时本合同终止。如果您选择的是趸交10的交费方式，上述标准体年交保险费根据被保险人在趸交的交费方式下对应的标准体保险费率，以被保险人身故时本合同的基本保险金额为基础计算，按投保时被保险人的年龄计算。如果您选择的是分期支付的交费方式，上述标准体年交保险费根据被保险人在年交的交费方式下对应的标准体保险费率，以被保险人身故时本合同的基本保险金额为基础计算，按投保时被保险人的年龄计算。我们只给付本合同保险责任中约定的恶性肿瘤保险金和身故保险金的其中一项保险金，且以一次为限。,需要提取的属性是：【给付金额类型】；该属性的类型是：【ENUM】；该属性的取值范围是：【父责任保额、已交保费*给付比例、现金价值较大者、已交保费*给付比例、已交保费*给付比例、当年保费、现金价值较大者、基本保额*给付比例、已交保费较大者、已交保费*系数、现金价值较大者、已交保费*系数、基本保额较大者、已交保费、基本保额较大者、已交保费*给付比例、基本保额较大者、应领未领的年金和满期年金、其他、基本保额、现金价值较大者、分场景不同给付金额类型、应领未领年金、累计已交保费、已交保费、基本保额、现金价值较大者、基本保额、责任保额、已交保费*给付比例、基本保额、现金价值较大者、保单现金价值、重疾保额、已交保费剔除扣减金额、现金价值较大者、基本保额*给付比例、已交保费*系数、已交保费*系数、有效保额、现金价值较大者、应交总保费、基本保额*给付比例、现金价值较大者、已交保费*给付比例、有效保额较大者、险种保额、现金价值*系数、基本保额*给付比例、已交保费、现金价值较大者、已交保费、现金价值较大者、已交保费*给付比例、有效保额、现金价值较大者、已交保费*给付比例、现金价值*给付比例、基本保额较大者、已交保费*系数、有效保额较大者、基本保额*系数、年交保费、现金价值*给付比例、已交保费*系数、基本保额、现金价值较大者、已交保费*系数、当年保费、现金价值较大者、未知】；,基本保额*给付比例,其他,现金价值较大者,已交保费*给付比例,
160,四、意外伤害 指以外来的、突发的、非本意的和非疾病的客观事件为直接且单独的原因致使身体受到的伤害。自然死亡、疾病身故、猝死、自杀以及自伤均不属于意外伤害。1)治疗意外伤害或者疾病所必需的项目；15.瘫痪 指因疾病或意外伤害导致两肢或两肢以上肢体机能永久完全丧失。肢体机能永久完全丧失，指疾病确诊180天后或意外伤害发生180天后，每肢三大关节中的两大关节仍然完全僵硬，或不能随意识活动。,需要提取的属性是：【事故类型】；该属性的类型是：【ENUM】；该属性的取值范围是：【非意外伤害、不限、意外伤害、未知】；,非意外伤害,未知,不限,意外伤害,
161,（一）意外身故保险金 被保险人遭受意外伤害事故，并自该事故发生之日起180日（含第180日）内因该事故为直接且单独原因导致被保险人身故的，保险人按保险单上载明的保险金额向意外身故保险 金受益人给付意外身故保险金，本保险合同终止。被保险人因遭受意外伤害事故且自该事故发生之日起下落不明，后经人民法院宣告死亡的，保险人按保险单上载明的保险金额向意外身故保险金受益人给付意外身故保险金。但若被保险人被宣告死亡后生还的，保险金受益人应于知道或应当知道被保险人生还后30日内退还保险人给付的身故保险金。如果保险人在给付意外身故保险金前已依本保险合同给付过意外伤残保险金，则在给付 意外身故保险金时，需扣除已给付的意外伤残保险金。,需要提取的属性是：【事故类型】；该属性的类型是：【ENUM】；该属性的取值范围是：【非意外伤害、不限、意外伤害、未知】；,未知,非意外伤害,意外伤害,不限,
162,1.重大疾病住院医疗费用 指被保险人经医院初次确诊罹患本合同约定的重大疾病必须接受住院治疗时，被保险 人需个人支付的、必需且合理的治疗重大疾病住院医疗费用，包括床位费、膳食费、护理 费、重症监护室床位费、诊疗费、医事服务费、检查检验费、治疗费、药品费、手术费、救护车使用费等。到本合同满期日时，被保险人未结束本次住院治疗的，本社继续承担因本次住院发生的、最高不超过本合同满期日后30日内的住院医疗费用。在保险期间内，被保险人因遭受意外伤害（释义一）事故或在等待期（释义二）后第三条在保险期间内，被保险人在等待期后经医院诊断初次罹患本附加保险合同约定第六条本附加保险合同保险期间届满时，投保人可向保险人申请续保本附加保 险合同。续保合同与前一附加保险合同的保险期间在时间上不间断。续保合同不计算等待期。,需要提取的属性是：【意外免等待期】；该属性的类型是：【ENUM】；该属性的取值范围是：【是、不涉及、否、未知】；,是,未知,否,不涉及,
163,一、住院医疗保险金 若被保险人因意外伤害或于等待期后因意外伤害以外的原因导致初次患本合同约定的恶性肿瘤或原位癌，并经本合同约定的医疗机构确诊必须住院治疗的，我们对于被保险人实际支出的合理且必要的与治疗恶性肿瘤或原位癌相关的住院医疗费用按约定的给付比例给付住院医疗保险 金。被保险人在本合同有效期内开始住院治疗，到本合同期满日时仍未结束本次住院治疗且未续保的，本公司将继续承担因本次住院发生的恶性肿瘤及原位癌住院医疗保险金给付责任，但最长不超过本合同期满日后180天。,需要提取的属性是：【事故类型】；该属性的类型是：【ENUM】；该属性的取值范围是：【非意外伤害、不限、意外伤害、未知】；,意外伤害,非意外伤害,未知,不限,
164,3.重大疾病门诊手术医疗费用 指被保险人经医院诊断罹患本合同约定的重大疾病必须接受门诊手术治疗时，被保险 人需个人支付的、必需且合理的治疗重大疾病门诊手术费用。免赔额和保险金额第四条本附加保险合同无免赔额。保险责任,需要提取的属性是：【免赔额规则】；该属性的类型是：【ENUM】；该属性的取值范围是：【责任间共享免赔额、只计次免赔额、独立计算免赔额、未知】；,责任间共享免赔额,只计次免赔额,独立计算免赔额,未知,
165,4.重大疾病住院前后门急诊医疗费用 指被保险人经医院诊断罹患重大疾病必须接受住院治疗，在住院前7日（含住院当日） 和出院后30日（含出院当日）内，因与该次住院相同原因而接受重大疾病门急诊治疗时，被保险人需个人支付的、必需且合理的治疗重大疾病门急诊医疗费用（但不包括重大疾病特殊门诊医疗费用和重大疾病门诊手术医疗费用）。,需要提取的属性是：【费用报销范围】；该属性的类型是：【ENUM】；该属性的取值范围是：【不限医保、医保外、医保内、医保内+医保外自费药、未知】；,医保内+医保外自费药,医保内,医保外,不限医保,
166,5、战争、军事冲突、暴乱或武装叛乱；,需要提取的属性是：【事故类型】；该属性的类型是：【ENUM】；该属性的取值范围是：【非意外伤害、不限、意外伤害、未知】；,意外伤害,不限,未知,非意外伤害,
167,（二）第三次恶性肿瘤额外保险金 若被保险人自第二次恶性肿瘤确诊日起3年后（不含满3年之日当日），第三次确诊患有本合同所定义的重大疾病中的恶性肿瘤（无论一种或者多种），我们将按本合同的基本保险金额向被保险人给付第三次恶性肿瘤额外保险金，给付后第三次恶性肿瘤额外保险金责任终止。第三次确诊患有的恶性肿瘤包括以下情况：（1）与前两次确诊恶性肿瘤无关的新发恶性肿瘤；（2）前两次恶性肿瘤复发、转移；（3）前两次恶性肿瘤仍然持续存在。特别提示和说明：1.若被保险人同时符合“重大疾病保险金”责任、“高度残疾保险金”责任、“疾病 终末期保险金”责任或“身故保险金”责任给付条件时，我们仅给付其中金额最高的一项保险金。2.本合同第十条保险责任中所述“您已为被保险人支付的保险费”，是指您为被保 险人已支付的保险费，包含我们给付保险金之日前您因确诊患有本合同所定义的轻症疾病、中症疾病或重大疾病被豁免的保险费。3.如果申请给付保险金时，被保险人同时符合“重大疾病保险金”责任、“高度残 疾保险金”责任或“疾病终末期保险金”责任中的其中一种或多种，又符合“轻症疾病保险金”或“中症疾病保险金”责任中的其中一种或多种，我们仅给付其中金额最高的一项保险金，我们不承担其他疾病对应的保险金责任。4.如果申请给付保险金时，被保险人符合“中症疾病保险金”责任中的一种或多种， 又符合“轻症疾病保险金”责任中的一种或多种，我们不承担“轻症疾病保险金”责任，只按照“中症疾病保险金”责任进行一次给付。85.若您在投保时未选择本条第十项“恶性肿瘤额外保险金”责任，当本条第五项“重 大疾病保险金”给付次数达到六次时，本合同终止；若您在投保时选择了本条第十项“恶性肿瘤额外保险金”责任，当本条第五项“重大疾病保险金”累计给付次数达到六次，且本条第十项“恶性肿瘤额外保险金”给付次数达到两次时，本合同终止。,需要提取的属性是：【给付金额类型】；该属性的类型是：【ENUM】；该属性的取值范围是：【父责任保额、已交保费*给付比例、现金价值较大者、已交保费*给付比例、已交保费*给付比例、当年保费、现金价值较大者、基本保额*给付比例、已交保费较大者、已交保费*系数、现金价值较大者、已交保费*系数、基本保额较大者、已交保费、基本保额较大者、已交保费*给付比例、基本保额较大者、应领未领的年金和满期年金、其他、基本保额、现金价值较大者、分场景不同给付金额类型、应领未领年金、累计已交保费、已交保费、基本保额、现金价值较大者、基本保额、责任保额、已交保费*给付比例、基本保额、现金价值较大者、保单现金价值、重疾保额、已交保费剔除扣减金额、现金价值较大者、基本保额*给付比例、已交保费*系数、已交保费*系数、有效保额、现金价值较大者、应交总保费、基本保额*给付比例、现金价值较大者、已交保费*给付比例、有效保额较大者、险种保额、现金价值*系数、基本保额*给付比例、已交保费、现金价值较大者、已交保费、现金价值较大者、已交保费*给付比例、有效保额、现金价值较大者、已交保费*给付比例、现金价值*给付比例、基本保额较大者、已交保费*系数、有效保额较大者、基本保额*系数、年交保费、现金价值*给付比例、已交保费*系数、基本保额、现金价值较大者、已交保费*系数、当年保费、现金价值较大者、未知】；,已交保费*给付比例,基本保额,基本保额较大者,应领未领年金,
168,3.门诊手术医疗费用 指被保险人经专科医生诊断必须接受门诊手术治疗时，被保险人实际发生并支付3/32的医疗必需且合理的门诊手术费用。7.5医院 指经中华人民共和国卫生部门正式评定的二级以上（含二级）公立医院普通部（不含特需门诊、特需病房、外宾病房、干部病房、国际医疗部病房），不包括康复医院或康复病房、精神病院、疗养院、护理院、戒酒或戒毒中心、精神心理治疗中心、急诊或门诊观察室、无相应医护人员或设备的二级或三级医院的联合医院11/32或联合病房。（4）在二级或二级以上医院的相应科室从事临床工作三年以上。3.卫生行政部门认定的二级以上（含二级）医院或本公司认可的其他医疗机构出 具的医疗费用原始结算凭证、附有必要病理检查、化验检查、血液检验及其他诊断报告的诊断证明书、病历、住院及出院证明等相关材料；,需要提取的属性是：【公立医院等级】；该属性的类型是：【ENUM】；该属性的取值范围是：【二级及以上、不限等级、二级甲等及以上、未知】；,二级及以上,不限等级,二级甲等及以上,未知,
169,（一）意外伤害医疗保险责任 被保险人遭受意外伤害，并以该次意外伤害为直接原因在中华人民共和国境内（不含香港、澳门及台湾地区）二级及以上公立医院或保险人认可的医疗机构进行必要的治疗，保险人按照下列约定给付意外伤害医疗保险金：1.对于被保险人每次遭受意外伤害、且自该意外伤害发生之日起180日内所实际支出的必需 且合理的、符合当地基本医疗保险报销范围的医疗费用（以下简称合理医疗费用），保险人在扣除基本医疗保险、公费医疗和任何第三方（包括保险人在内的任何商业保险机构）已经补偿或给付部分以及本保险合同约定的免赔额后，对其余额按保险合同约定的给付比例、门（急）诊限额给付意外伤害医疗保险金。免赔额、给付比例和门（急）诊限额由投保人、保险人双方约定，并在保险单中载明。2.被保险人一次或多次遭受意外伤害，保险人均按上述约定分别给付意外伤害医疗保险 金，但对被保险人一次或多次累计给付金额以本保险合同载明的意外伤害医疗保险金额为限，当累计给付金额达到意外伤害医疗保险金额时，对被保险人的意外伤害医疗保险责任终止。3.意外伤害医疗保险责任适用补偿原则。被保险人如果已从基本医疗保险、公费医疗 和任何第三方（包括保险人在内的任何商业医疗保险）获得相关医疗费用补偿，保险人仅对扣除已获得补偿后的合理医疗费用剩余部分，按照本保险合同约定承担给付保险金责任。第六条在保险期间内，发生保险责任事故，保险人依照下列约定给付保险金。保险期间第二十三条保险金申请人向保险人请求给付保险金的诉讼时效期间为2年，自其知道或者 应当知道保险事故发生之日起计算。,需要提取的属性是：【免赔额计算周期】；该属性的类型是：【ENUM】；该属性的取值范围是：【每次事故、保单年度、保障期间、保证续保期间、每日、未知】；,保障期间,每次事故,保证续保期间,保单年度,
170,2.4.1 身故保险金 若被保险人于等待期后身故，我们将按被保险人身故时本合同的基本保险金额向身故保险金受益人给付身故保险金，本合同效力终止。,需要提取的属性是：【给付金额类型】；该属性的类型是：【ENUM】；该属性的取值范围是：【父责任保额、已交保费*给付比例、现金价值较大者、已交保费*给付比例、已交保费*给付比例、当年保费、现金价值较大者、基本保额*给付比例、已交保费较大者、已交保费*系数、现金价值较大者、已交保费*系数、基本保额较大者、已交保费、基本保额较大者、已交保费*给付比例、基本保额较大者、应领未领的年金和满期年金、其他、基本保额、现金价值较大者、分场景不同给付金额类型、应领未领年金、累计已交保费、已交保费、基本保额、现金价值较大者、基本保额、责任保额、已交保费*给付比例、基本保额、现金价值较大者、保单现金价值、重疾保额、已交保费剔除扣减金额、现金价值较大者、基本保额*给付比例、已交保费*系数、已交保费*系数、有效保额、现金价值较大者、应交总保费、基本保额*给付比例、现金价值较大者、已交保费*给付比例、有效保额较大者、险种保额、现金价值*系数、基本保额*给付比例、已交保费、现金价值较大者、已交保费、现金价值较大者、已交保费*给付比例、有效保额、现金价值较大者、已交保费*给付比例、现金价值*给付比例、基本保额较大者、已交保费*系数、有效保额较大者、基本保额*系数、年交保费、现金价值*给付比例、已交保费*系数、基本保额、现金价值较大者、已交保费*系数、当年保费、现金价值较大者、未知】；,现金价值较大者,基本保额,现金价值*给付比例,基本保额*给付比例,
171,1.恶性肿瘤住院医疗费用 被保险人在本合同约定的等待期后因初次确诊罹患恶性肿瘤，并经中华人民共和国境内（不含港、澳、台地区）二级及以上医院或保险人认可的医院经具有相应资质的医生诊断必须住院治疗的，保险人对被保险人在前述医院（不含医院的特需病房和国际医疗部）住院期间发生的应当由被保险人支付的必需且合理的住院医疗费用，按照约定的赔偿比例进行赔付。,需要提取的属性是：【赔付类型】；该属性的类型是：【ENUM】；该属性的取值范围是：【报销、给付、年金、豁免保费、未知】；,豁免保费,报销,未知,年金,
172,（3）器官移植后的门诊抗排异治疗费。3.门诊手术医疗费用本合同的保险责任包括“一般医疗保险金”和“重大疾病（释义三）医疗保险金”。所投保 的保险责任一经确定，在本合同保险期间内不得变更。在医院（释义六）接受治疗的，保险人对下述1-4类费用，按照本合同的约定承担给付一般 医疗保险金的责任：（一）一般医疗保险金,需要提取的属性是：【赔付限额规则】；该属性的类型是：【ENUM】；该属性的取值范围是：【单独限额、责任间共享限额、险种保额、未知】；,未知,单独限额,责任间共享限额,险种保额,
173,5.质子重离子医疗费用 被保险人在等待期后确诊初次发生本合同所定义的严重恶性肿瘤（一种或者多种），在本公司指定的医疗机构26接受质子、重离子放射治疗27的，对由此发生的医学必需的并需要由被保险人个人支付的医疗费用，本公司将按约定承担保险责任。2.3 等待期本合同自生效日起30天内（含第30天）为等待期，续保时无等待期。2.3等待期见“1.4犹豫期”、“2.3等待期”、“2.4保险责任”、“2.5免赔额”、“3.2保,需要提取的属性是：【意外免等待期】；该属性的类型是：【ENUM】；该属性的取值范围是：【是、不涉及、否、未知】；,否,是,不涉及,未知,
174,2.重大疾病特殊门诊医疗费用 被保险人在本合同约定的医院接受重大疾病特殊门诊治疗时，被保险人需个人支付的、必需且合理的治疗重大疾病特殊门诊医疗费用，包括：（1）门诊肾透析；（2）门诊恶性肿瘤治疗，包括化学疗法、放射疗法、肿瘤免疫疗法、肿瘤内分泌疗法、肿瘤靶向 疗法；（3）器官移植后的门诊抗排异治疗。(七十七)系统性红斑狼疮性肾炎尿毒症:系统性红斑狼疮是由多种因素引起，累及多系统的自身免 疫性疾病。其特点是生成自身抗体对抗多种自身抗原。多见于育龄妇女。保险责任责任免除,需要提取的属性是：【免赔额规则】；该属性的类型是：【ENUM】；该属性的取值范围是：【责任间共享免赔额、只计次免赔额、独立计算免赔额、未知】；,独立计算免赔额,未知,只计次免赔额,责任间共享免赔额,
175,义见4.2）进行治疗，保险人按下列约定给付意外医疗保险金：（1）对于被保险人在每次意外伤害中所支出的必要且合理的，符合本保险合 同签发地政府颁布的基本医疗保险报销范围的医疗费用，保险人在扣除社会基本医疗保险或任何第三方（包括任何商业医疗保险）已经补偿或给付部分以及本附加保险合同约定的免赔额后，对其余额按本附加保险合同约定的给付比例和门、急诊限额给付意外医疗保险金。免赔额、赔付比例和门、急诊限额由投保人、保险人双方约定，并在保险单中载明。（2）保险期间届满被保险人治疗仍未结束的，保险人所负保险责任期限可按 下列约定延长：门诊治疗者，自保险期间届满次日起计算，以15日为限；保险期间届满被保险人仍在住院（释义见4.3）治疗的，自保险期间届满次日起计算，至 出院之日止，最长以90日为限。（3）保险人所负给付意外医疗保险金的责任以本附加保险合同项下的保险金 额为限，对被保险人一次或者累计给付保险金达到其本附加保险合同项下该被保险 人的保险金额时，本附加保险合同对该被保险人的本附加保险合同项下的保险责任 终止。,需要提取的属性是：【延长条件】；该属性的类型是：【ENUM】；该属性的取值范围是：【保障到期30天内开具处方、治疗尚未结束、符合保险条款相关约定、未知】；,未知,治疗尚未结束,保障到期30天内开具处方,符合保险条款相关约定,
176,被保险人于年满18周岁后的首个保单年生效对应日（含）后，因意外伤害或于等待期后因意外伤害以外的原因导致身故或身体高度残疾，我们按照本合同的基本保险金额给付“身故保险金”或“身体高度残疾保险金”，本合同终止。被保险人于年满18周岁后的首个保单年生效对应日（不含）前，因意外伤害或于等待期后因意外伤害以外的原因导致身故或身体高度残疾，我们按照本合同生效之日起已支付的保险费（不计利息）给付“身故保险金”或“身体高度残疾保险金”，本合同终止；被保险人确诊的疾病同时符合本合同约定的“重度疾病保险金”、“中度疾病保险金”、“轻度疾病保险金”及“特定疾病保险金”中两项或两项以上给付 条件的，我们仅承担其中保险金最高的一项保险责任。在本合同保险期间内，我们承担下列保险责任：3等待期本合同生效（或最后效力恢复）之日起90日（含）内为等待期，被保险人因意外伤害（见10.6）发生保险事故的，无等待期。1.4犹豫期,需要提取的属性是：【续保免等待期】；该属性的类型是：【ENUM】；该属性的取值范围是：【否、长期险无续保或不支持续保、是、未知】；,长期险无续保或不支持续保,否,是,未知,
177,在本合同生效（若曾复效，则自本合同最后复效）之日起180天内，被保险人因非意外的原因导致身故或确定全残，本公司将按投保人已交纳的本合同累计保险费数额（不计息）给付身故保险金或全残保险金，同时本合同终止。2.3.3 特别注意事项（1）被保险人由于同一疾病原因、同次医疗行为或同次意外伤害事故，确诊 初次发生一项或多项本合同所列的重大疾病、中度疾病、轻度疾病，本公司按重大疾病保险金、中度疾病保险金或轻度疾病保险金规定，仅给付其中金额最高的一项保险金。被保险人所患疾病诊断时已经达到重大疾病标准的，不能追溯中度疾病与轻度疾病给付；（2）本公司仅给付重大疾病保险金、身故保险金或全残保险金其中一项；（3）豁免保险费开始后，本公司将不再接受关于本合同基本保险金额及保险 费交费方式的变更申请。,需要提取的属性是：【事故类型】；该属性的类型是：【ENUM】；该属性的取值范围是：【非意外伤害、不限、意外伤害、未知】；,非意外伤害,未知,不限,意外伤害,
178,2.1 保险责任 被保险人自获得被保资格（见释义）之日起，且在保险期间内遭受意外伤害（见释义），并因该意外伤害在保险期间内在指定医疗机构（见释义）进行治疗，保险人按下列约定给付意外医疗保险金：（1）对于被保险人每次遭受意外伤害在保险期间内所支出的必需且合理（见释 义）的、符合本保险合同签发地政府颁布的社会基本医疗保险（见释义） 报销范围的医疗费用，保险人在扣除社会基本医疗保险、公费医疗和任何第三方（包括任何商业医疗保险）已经补偿或给付部分以及本附加险合同约定的免赔额后，对其余额按本附加险合同约定的给付比例和门诊急诊限额给付意外医疗保险金。免赔额、给付比例和门诊急诊限额由投保人、保险人双方约定，并在保险单中载明。（2）保险期间届满被保险人治疗仍未结束的，保险人所负保险责任期限可按下 列约定延长：门诊急诊治疗者，自保险期间届满次日起计算，以门诊急诊延长日数为限；保险期间届满被保险人仍在住院（见释义）治疗的，自保险期间届满次日起计算，至出院之日止，最长以住院延长日数为限。该“门诊急诊延长日数”、“住院延长日数”以保险单载明为准；若保险单未载明的，则该“门诊急诊延长日数”视为15日（含）、“住院延长日数”视为90日（含）。（3）保险人所负给付意外医疗保险金的责任以本附加险合同项下的保险金额 为限，对被保险人一次或者累计给付保险金达到本附加险合同项下该被保险人的保险金额时，本附加险合同对该被保险人在本附加险合同项下的保险责任终止。,需要提取的属性是：【就诊类型】；该属性的定义是：【保险条款中约定的在某一种情况下进行的治疗或住院】；该属性的类型是：【ENUM】；该属性的取值范围是：【门诊手术、特殊门诊、住院、住院前后门诊、门诊、门诊或住院、未知】；,住院前后门诊,住院,未知,门诊或住院,
179,满期金如被保险人生存至保险期间届满，我们按基本保险金额给付满期金，本合同终止。非意外身故保险金或非意外全残保险金 若被保险人在本合同生效或最后一次复效（以较迟者为准）之日起180日后因意外伤害以外的原因导致身故或全残：(1)被保险人未满18周岁的，我们按以下两项中金额较大者给付非意外身故 保险金或非意外全残保险金，本合同终止:①被保险人身故或确定全残时您根据本合同约定已支付的保险费总额；②被保险人身故或确定全残时本合同保险单的现金价值。(2)被保险人年满18周岁的，我们按以下两项中金额较大者给付非意外身故 保险金或非意外全残保险金，本合同终止:①被保险人身故或确定全残时本合同保险单的现金价值；②您根据本合同约定已支付的保险费总额乘以被保险人身故或确定全残 时的到达年龄所对应的比例。,需要提取的属性是：【领取日】；该属性的类型是：【ENUM】；该属性的取值范围是：【保险条款约定领取日、满期后第一个资产评估日、保单周年日、指定年龄保单周年日、保单周月日、满期日、指定保单周年日、未知】；,保单周月日,满期日,未知,满期后第一个资产评估日,
180,法（见释义）、肿瘤靶向疗法（见释义）的治疗费用。保险人对于以上两类费用的累计赔偿金额之和以本保险合同约定的恶性肿瘤医疗保险金的保险金额为限，一次或累计赔偿的金额达到本项恶性肿瘤医疗保险金额时，保险人对于被保险人在恶性肿瘤医疗保险金项下的保险责任终止。除外）经中国卫生部门评审确定的二级或二级以上公⽴医院普通部，但前述医院并不包括观察室、特需医疗、国际医疗、联合病房、联合医院、康复病房和干部病房。【医疗机构】指中华人民共和国境内（港、澳、台地区 除外）经中国卫生部门评审确定的二级或二级以上公⽴医院普通部，但前述医院并不包括观察室、特需医疗、国际医疗、联合病房、联合医院、康复病房和干部病房。5.医院开具的外购药证明；,需要提取的属性是：【医院类型】；该属性的类型是：【ENUM】；该属性的取值范围是：【互联网医院、海外医院、昂贵医院、民营医院(不含昂贵医院)、其他指定医院、公立医院、未知】；,海外医院,互联网医院,未知,公立医院,
181,轻症疾病保险金 被保险人首次发病并经我们认可的医院的专科医生确诊为本合同约定的轻症疾病，我们按确诊时本合同基本保险金额的30％给付轻症疾病保险 金，本合同继续有效。若被保险人因同一疾病原因、同次医疗行为或同次意外伤害事故导致其罹患本合同所定义的两种或者两种以上的轻症疾病，我们仅按其中一种轻症疾病给付轻症疾病保险金。我们对本合同约定的每种轻症疾病只承担一次给付轻症疾病保险金的责任。当我们给付轻症疾病保险金后，我们对该种轻症疾病的责任终止。轻症疾病保险金的累计给付次数以六次为限。当我们累计给付轻症疾病保险金的次数达到六次时，该项责任终止，本合同继续有效。若被保险人由于同一疾病原因、同次医疗行为或同次意外伤害事故导致疾病且经我们认可的医院的专科医生确诊为本合同约定的重大疾病和轻症疾病的，我们仅按本合同约定给付重大疾病保险金。90天等待期：被保险人在本合同生效（或最后复效）之日起90天内因非意外伤害原因确诊为本合同约定的重大疾病、轻症疾病，或确诊达到疾病终末期，或身故、全残的；或虽在90天后确诊上述重大疾病、轻症疾病，但在90天内已经出现明确的该疾病对应的症状、体征或病理改变的，我们将向您无息退还本合同的已交保险费，但是不给付保险金；被保险人因意外伤害发生上述情形的，则不受等待期限制。3、轻症疾病 4，或确诊达到疾病终末期5，或身故、全残 6的；或虽在90日后确诊上述重大疾病、轻症疾病，但在90日内已经出现明确的该疾病对应的症状、体征或病理改变的，我们不承担给付保险金或豁免保险费 的责任，将向您无息退还本合同的已交保险费 7，本合同效力终止。这90日的时间称为等待期。被保险人因意外伤害8发生上述情形的，无等待期。等待期从本合同生效（或最后复效）之日起90日内，被保险人因非意外伤害原因首次发病并经我们认可的医院1的专科医生2确诊为本合同约定的重大疾病,需要提取的属性是：【意外免等待期】；该属性的类型是：【ENUM】；该属性的取值范围是：【是、不涉及、否、未知】；,是,未知,否,不涉及,
