id,context,question,A,B,C,D,answer
152,【箭牌家居：5596.82万股首发前已发行股份将于10月26日解禁】财联社10月20日电，箭牌家居发布首次公开发行前已发行部分股份上市流通提示性公告，本次解除股份限售的股东共计6名，合计解除限售股份的数量为5596.8234万股，占目前公司总股本的5.7692%。本次限售股份上市流通日期为2023年10月26日(星期四)。,箭牌家居发布首次公开发行前已发行部分股份解禁的股东数量是多少？,解禁的股东数量为8名。,解禁的股东数量为10名。,解禁的股东数量为6名。,解禁的股东数量为5名。,
153,【江瀚新材：第三季度净利润1.6亿元同比下降35.38%】财联社10月20日电，江瀚新材公布2023年第三季度报告，本报告期营业收入5.74亿元，同比下降29.40%；归属于上市公司股东的净利润1.6亿元，同比下降35.38%。,江瀚新材2023年第三季度净利润同比下降的幅度是多少？,5.74亿元,1.6亿元,0.3538,0.294,
154,【江西前三季度GDP同比增长3.4%】财联社10月20日电，江西省统计局公布，根据地区生产总值统一核算结果，前三季度全省地区生产总值23653.2亿元，按不变价格计算，同比增长3.4%。其中，第一产业增加值1376.4亿元，增长3.4%；第二产业增加值10373.4亿元，增长2.7%；第三产业增加值11903.4亿元，增长4.0%。,江西省前三季度地区生产总值按不变价格计算同比增长多少？,0.034,0.04,0.027,0.032,
155,【江信基金高管大调整：总经理离职副总经理、督察长等职皆有变动】财联社10月20日电，江信基金今日发布公告称，公司总经理、代任督察长焦毛因个人原因离职；副总经理原亮离任，同时接任公司总经理、财务负责人、上海分公司负责人；总经理助理遇浩亮接任副总经理一职；郑清丽离任公司副总经理、财务负责人、上海分公司负责人，转任督察长一职。,江信基金高管大调整中，谁接任了总经理、财务负责人、上海分公司负责人的职位？,遇浩亮,焦毛,郑清丽,原亮,
156,【江中药业：雷贝拉唑钠肠溶片通过仿制药一致性评价】财联社10月19日电，江中药业公告，雷贝拉唑钠肠溶片通过仿制药一致性评价，雷贝拉唑钠肠溶片是一种质子泵抑制剂，适用于胃溃疡、十二指肠溃疡、吻合口溃疡、反流性食管炎、卓-艾氏(Zollinger-Ellison)综合征。,雷贝拉唑钠肠溶片通过了什么评价?,雷贝拉唑钠肠溶片通过了进口药品检验。,雷贝拉唑钠肠溶片通过了临床试验。,雷贝拉唑钠肠溶片通过了仿制药一致性评价。,雷贝拉唑钠肠溶片通过了新药审批。,
157,【金埔园林：房地产市场不景气对公司的影响可以忽略】财联社10月20日电，金埔园林在接受机构调研时表示，短期的市场波动对公司影响不大。另外我们在地产景观板块的业务量比较小，房地产市场不景气对公司的影响也可以忽略。,金埔园林在房地产市场不景气下的业务受到的影响如何？,房地产市场不景气对金埔园林的影响可以忽略，因为他们在地产景观板块的业务量比较小。,金埔园林在房地产市场不景气下的业务受到了严重影响，公司不得不裁员和缩减经营规模。,房地产市场不景气对金埔园林的业务造成了巨大影响，导致公司业绩出现大幅下滑。,尽管金埔园林表示房地产市场不景气对公司无影响，但实际上公司业务已经出现明显下滑的迹象。,
158,【金利华电：第三季度净利润183.97万元同比增长175.11%】财联社10月20日电，金利华电公布2023年第三季度报告，报告期营业收入5351.398万元，同比增长387.64%；归属于上市公司股东的净利润183.97万元，同比增长175.11%；归属于上市公司股东的扣除非经常性损益的净利润22.548万元，同比增长105.94%；基本每股收益0.0157元。,金利华电在2023年第三季度的净利润同比增长了多少？,净利润同比增长了183.97%,净利润同比增长了387.64%,净利润同比增长了175.11%,净利润同比增长了105.94%,
159,【金岭矿业：第三季度净利润7026.20万元同比增长92.41%】财联社10月20日电，金岭矿业公布2023年第三季度报告，报告期营业收入4.08亿元，同比增长38.52%；归属于上市公司股东的净利润7026.20万元，同比增长92.41%。,金岭矿业2023年第三季度的净利润同比增长了多少？,净利润增长了104.92%,净利润增长了92.41%,净利润增长了38.52%,净利润增长了62.36%,
160,【金龙羽：第三季度净利润5328.88万元同比下降14.33%】财联社10月20日电，金龙羽公布2023年第三季度报告，报告期营业收入10.10亿元，同比下降0.68%；归属于上市公司股东的净利润5328.88万元，同比下降14.33%。,金龙羽公布2023年第三季度的净利润同比下降了多少？,净利润同比下降了24.33%,净利润同比下降了14.33%,净利润同比上升了14.33%,净利润同比下降了4.33%,
161,【金融监管总局：三季度末保险公司总资产29.6万亿元同比增长10.8%】财联社10月20日电，金融监管总局统计信息与风险监测工作相关负责人表示，三季度末，银行保险主要业务保持平稳增长。银行业金融组织机构总资产409.8万亿元，同比增长9.5%；保险公司总资产29.6万亿元，同比增长10.8%。保险资金运用余额27.2万亿元，同比增长10.8%。,三季度末，保险公司总资产同比增长多少？,27.2万亿元,0.108,409.8万亿元,0.095,
162,【津兴城际铁路进入运行试验阶段】财联社10月21日电，来自中国铁路北京局集团有限公司消息：10月21日0时5分，随着55102次动车组列车从天津西站驶出，津兴城际铁路正式进入运行试验阶段，标志着津兴城际铁路进入开通运营的最后冲刺。,津兴城际铁路进入运行试验阶段的具体时间是什么时候？,10月20日23时55分,10月21日2时15分,10月22日0时5分,10月21日0时5分,
163,【近期尿素价格波动较大郑商所发布风险提示函】财联社10月19日电，郑商所发布风险提示函，近期影响尿素市场的不确定性因素较多，价格波动较大，请各会员单位切实加强投资者教育和风险防范工作，提醒投资者理性参与，合规交易。,郑商所发布风险提示函的原因是什么？,郑商所发布风险提示函是为了鼓励投资者增加投资额。,郑商所发布风险提示函是因为尿素市场价格持续上涨。,近期影响尿素市场的不确定性因素较多，价格波动较大。,郑商所发布风险提示函是为了提醒投资者理性参与，合规交易。,
164,【晋拓股份：公司主营业务未发生重大变化】财联社10月20日电，晋拓股份公告，截至2023年10月20日，同花顺显示汽车零部件行业市盈率中值为41.75，公司市盈率为96.96，相较于行业指标处于较高水平。2023年10月18日至2023年10月20日，公司股票日均换手率为26.74%，显著高于平时水平。公司主营业务未发生重大变化，基本面亦未发生重大变化。,晋拓股份的股票市盈率处于什么水平？,晋拓股份的股票市盈率为105.82，处于极高水平。,晋拓股份的股票市盈率为50.15，处于中等水平。,晋拓股份的股票市盈率为20.32，处于较低水平。,晋拓股份的股票市盈率为96.96，处于较高水平。,
165,【京东与美的、小米等品牌发起双十一“真低价”倡议】财联社10月19日电，京东与美的、小米、维达、中国黄金、统一石化、东阿阿胶、王府井免税、京客隆等多位品牌商家代表共同发起“京东11.11真低价倡议”，拟共创良性竞争环境、抵制低质低价、维护健康生态、保障消费者权益。据悉，今年京东11.11将于10月23日晚8点正式开启。,京东11.11真低价倡议是由哪些品牌发起的？,京东、维达、东阿阿胶、王府井免税、京客隆等多位品牌商家代表共同发起了京东11.11真低价倡议。,京东、中国黄金、统一石化、东阿阿胶发起了京东11.11真低价倡议。,京东、美的、小米、维达、中国黄金、统一石化、东阿阿胶、王府井免税、京客隆等多位品牌商家代表共同发起了京东11.11真低价倡议。,京东、美的、小米发起了京东11.11真低价倡议。,
166,【精锻科技：第三季度净利润5995.62万元同比下降9.87%】财联社10月19日电，精锻科技公布2023年第三季度报告，报告期营业收入5.58亿元，同比增长10.02%；归属于上市公司股东的净利润5995.62万元，同比下降9.87%。,精锻科技2023年第三季度净利润同比下降的原因是什么？,原因是该公司产品需求减少。,原因是公司遭遇资金链断裂。,从新闻资讯中无法找到净利润下降的具体原因。,原因是公司面临供应链问题。,
167,【精准信息：第三季度净利润2584.9万元，同比下降37.71%】财联社10月22日电，精准信息公布2023年第三季度报告，本报告期营业收入1.4亿元，同比下降27.91%；归属于上市公司股东的净利润2584.9万元，同比下降37.71%；归属于上市公司股东的扣除非经常性损益的净利润2876万元，同比下降29.30%；基本每股收益0.0351元/股。,精准信息2023年第三季度的营业收入同比下降了多少？,0.293,0.2791,1.4亿元,0.3771,
168,【景业智能：第三季度净亏损850.77万元】财联社10月19日电，景业智能公布2023年第三季度报告，本报告期营业收入3642.51万元，同比下降51.44%；归属于上市公司股东的净利润亏损850.77万元。,景业智能在2023年第三季度净亏损多少万元？,景业智能在2023年第三季度净亏损900万元。,景业智能在2023年第三季度净亏损850.77万元。,景业智能在2023年第三季度净亏损750万元。,景业智能在2023年第三季度净亏损500万元。,
169,【九洲集团签约300MW集中式风电项目】财联社10月21日电，哈尔滨宾县10月19日上午举行了项目集中签约仪式，集中签约项目4个，涵盖风电、纸制品加工、超硬材料等领域，九洲集团顺利签约300MW集中式风电项目。九洲集团300MW集中式风电项目计划总投资21亿，项目达产后，预计年产销售收入3亿元，年利税3900万元。,九洲集团签约的300MW集中式风电项目的计划总投资是多少？,30亿元,50亿元,10亿元,21亿,
170,【久吾高科：第三季度净利润228.55万元同比下降78.08%】财联社10月22日电，久吾高科公布2023年第三季度报告，本报告期营业收入1.46亿元，同比下降39.49%；归属于上市公司股东的净利润228.55万元，同比下降78.08%；基本每股收益0.0186元/股。,久吾高科2023年第三季度净利润同比下降的幅度是多少？,0.0186元/股,0.7808,228.55万元,0.3949,
171,【聚飞光电：第三季度净利润6360.95万元同比增长42.99%】财联社10月20日电，聚飞光电公布2023年第三季度报告，报告期营业收入6.92亿元，同比增长17.78%；归属于上市公司股东的净利润6360.95万元，同比增长42.99%；归属于上市公司股东的扣除非经常性损益的净利润5029.895万元，同比增长47.09%；基本每股收益0.05元。,聚飞光电2023年第三季度净利润同比增长了多少？,净利润增长了36.52%。,净利润增长了47.09%。,净利润增长了42.99%。,净利润增长了17.78%。,
172,【军工板块异动拉升北方长龙大涨10%】财联社10月19日电，盘中军工板块异动拉升，北方长龙大涨10%，国科军工冲高5%，晨曦航空、新余国科、中天火箭、江龙船艇等快速跟涨。兴业证券研报认为，2023年为“十四五”中间年，军工装备领域“十四五”规划中期调整有望逐步落地，年初以来延后的部分中上游需求有望持续恢复。,军工板块为什么会异动拉升？,军工板块异动拉升的原因是2023年为“十四五”中间年，军工装备领域“十四五”规划中期调整有望逐步落地，年初以来延后的部分中上游需求有望持续恢复。,军工板块异动拉升的原因是北方长龙大涨10%。,军工板块异动拉升的原因是国科军工冲高5%。,军工板块异动拉升的原因是晨曦航空、新余国科、中天火箭、江龙船艇等快速跟涨。,
173,【康华生物：第三季度净利润1.21亿元同比下降27.98%】财联社10月20日电，康华生物公布2023年第三季度报告，报告期营业收入3.56亿元，同比下降9.92%；归属于上市公司股东的净利润1.21亿元，同比下降27.98%。,康华生物2023年第三季度净利润同比下降了多少？,0.0992,3.56亿元,1.21亿元,0.2798,
174,【康芝药业：一直密切关注减肥药物赛道寻找合适的相关合作机会】财联社10月19日电，康芝药业在互动平台表示，公司暂无减肥药或者减肥功能组合物相关的产品及销售，但公司一直密切关注减肥药物赛道，寻找合适的相关合作机会。,康芝药业正在寻找与减肥药物赛道相关的合作机会吗？,康芝药业宣布不再研发减肥药物。,是的，康芝药业一直在寻找合适的减肥药物赛道的合作机会。,康芝药业已经开发了一种成功的减肥药物。,康芝药业没有对减肥药物赛道感兴趣。,
175,【科思股份：第三季度净利润1.86亿元同比增长73.06%】财联社10月22日电，科思股份公布2023年第三季度报告，本报告期营业收入5.84亿元，同比增长36.28%；归属于上市公司股东的净利润1.86亿元，同比增长73.06%；基本每股收益1.0967元/股。,科思股份2023年第三季度的净利润同比增长多少？,0.7306,0.3628,5.84亿元,1.86亿元,
176,【库迪咖啡门店数量已达6061家】财联社10月22日讯，记者获悉，库迪咖啡（COTTICOFFEE）董事长兼CEO钱治亚发布内部信称，开业一周年门店数量6061家，并提出要在2025年全球门店达到20000家。,2025年库迪咖啡全球门店预计达到多少家？,15000家,10000家,5000家,20000家,
177,【兰州黄河：第三季度净亏损633.31万元】财联社10月20日电，兰州黄河公布2023年第三季度报告，报告期营业收入6615.24万元，同比下降10.64%；归属于上市公司股东的净利润为-633.31万元。,兰州黄河2023年第三季度归属于上市公司股东的净利润是多少？,0.1064,-633.31万元,2023年,6615.24万元,
178,【朗玛信息：第三季度净利润1971.85万元同比下降4.71%】财联社10月22日电，朗玛信息公布2023年第三季度报告，本报告期营业收入1.19亿元，同比增长2.24%；归属于上市公司股东的净利润1971.85万元，同比下降4.71%；归属于上市公司股东的扣除非经常性损益的净利润1852.31万元，同比下降8.17%；基本每股收益0.06元/股。,朗玛信息在2023年第三季度的净利润同比下降了多少？,净利润下降了0.06%。,净利润增长了2.24%。,净利润下降了8.17%。,净利润下降了4.71%。,
179,【雷电微力：第三季度净利润6923.18万元同比增长29.11%】财联社10月19日电，雷电微力公布2023年第三季度报告，报告期营业收入2.34亿元，同比增长7.40%；归属于上市公司股东的净利润6923.18万元，同比增长29.11%。,雷电微力2023年第三季度净利润同比增长多少？,0.2911,0.074,6923.18万元,2.34亿元,
180,【李强将出席上海合作组织成员国政府首脑（总理）理事会第二十二次会议并对吉尔吉斯斯坦进行正式访问】财联社10月20日电，外交部发言人毛宁宣布：应吉尔吉斯共和国总理扎帕罗夫邀请，国务院总理李强将于10月24日至27日出席在吉尔吉斯斯坦比什凯克举行的上海合作组织成员国政府首脑（总理）理事会第二十二次会议并对吉尔吉斯共和国进行正式访问。,李强将在哪个国家出席上海合作组织成员国政府首脑（总理）理事会第二十二次会议？,吉尔吉斯斯坦,印度,俄罗斯,中国,
181,【锂矿板块探底回升江特电机涨停】财联社10月19日电，锂矿板块走出探底回升，江特电机、吉翔股份涨停，万里石、融捷股份、西藏珠峰、天华新能等跟涨。中信建投研报显示，在锂价下跌过程中，下游企业维持低库存水平，以减少库存减值损失，锂价上涨则会加大备货力度。当前，锂价止跌反弹，或刺激下游加大备货力度，下游企业库存尚未恢复至去年平均水平，仍有较大提升空间，将支撑锂盐价格上涨。,锂矿板块为什么会出现探底回升？,锂矿板块出现探底回升是因为锂价止跌反弹，刺激下游企业加大备货力度，下游企业库存水平尚未恢复至去年平均水平，仍有提升空间，这将支撑锂盐价格上涨。,锂矿板块出现探底回升是因为万里石、融捷股份、西藏珠峰、天华新能等公司的良好业绩表现。,锂矿板块出现探底回升是因为江特电机、吉翔股份涨停引发的市场恐慌情绪。,锂矿板块出现探底回升是因为中信建投研报预测锂价会大幅上涨。,
182,【锂矿股震荡拉升赣锋锂业涨超6%】财联社10月20日电，锂矿股盘中反弹，赣锋锂业涨超6%，吉翔股份此前涨停，永兴材料、西藏矿业涨超5%，盛新锂能、融捷股份、天齐锂业等跟涨。中信建投研报显示，在锂价下跌过程中，下游企业维持低库存水平，以减少库存减值损失，锂价上涨则会加大备货力度。当前，锂价止跌反弹，或刺激下游加大备货力度，下游企业库存尚未恢复至去年平均水平，仍有较大提升空间，将支撑锂盐价格上涨。,锂矿股为什么会出现震荡拉升？,锂价止跌反弹，刺激了下游企业加大备货力度，导致锂矿股出现震荡拉升。,锂矿股的涨势是由于政策利好导致的。,锂价下跌对锂矿股没有任何影响。,今年锂矿股的涨幅是由于需求量的大幅增加。,
183,【利扬芯片：预计前三季度净利润同比增长13.06%】财联社10月20日电，利扬芯片公告，预计2023年1-9月实现归属于母公司所有者的净利润为2901.17万元，同比增长13.06%。公司2023年1-9月在车用芯片、高算力、工业控制等领域测试收入持续增长，使得营收总体保持增长的趋势。,利扬芯片预计2023年1-9月实现净利润同比增长多少？,0.1128,0.1306,0.0892,0.1552,
184,【联合光电：拟3000万元-6000万元回购股份】财联社10月22日电，联合光电公告，拟以不超过23元/股回购公司股份，回购金额不低于3000万元且不超过6000万元。公司同时公告，拟在泰国设立控股子公司并投资建设境外生产基地，计划投资金额不超过1000万美元，投资金额将用于设立子公司、购买固定资产等相关事项。公司同时披露三季报，第三季度实现归母净利润1010.67万元，同比下降21.95%。,联合光电计划投资用于设立子公司的金额是多少？,3000万元,6000万元,1000万美元,23元/股,
185,【联合国近东救济工程处：已有29名员工在本轮巴以冲突中丧生】财联社10月22日电，阿拉比亚电视台22日援引联合国近东巴勒斯坦难民救济和工程处消息称，截至10月22日，该机构已有29名员工在本次巴以冲突中丧生。,本次巴以冲突中联合国近东救济工程处的员工丧生人数是多少?,15名员工,50名员工,38名员工,29名员工。,
186,【粮食安全保障法（草案）提请二审强调调动种粮积极性、完善政策性农业保险制度】财联社10月20日电，粮食安全保障法（草案）今天提请十四届全国人大常委会第六次会议二次审议。粮食安全保障法草案二次审议稿强调，调动粮食生产者和地方人民政府保护耕地、种粮、做好粮食安全保障工作积极性。,粮食安全保障法（草案）二次审议草案强调什么？,调动粮食生产者和地方人民政府保护耕地、种粮、做好粮食安全保障工作积极性。,加大对非法转基因农产品的打击力度。,设立专门的粮食安全保障部门。,完善农产品质量监管体系。,
187,【两市融资余额增加4.24亿元】财联社10月20日电，截至10月19日，上交所融资余额报8113.76亿元，较前一交易日增加26.81亿元；深交所融资余额报7283.12亿元，较前一交易日减少22.57亿元；两市合计15396.88亿元，较前一交易日增加4.24亿元。,截至10月19日，两市融资余额共计多少亿元？,7283.12亿元,15392.64亿元,8113.76亿元,15396.88亿元,
188,【灵康药业：第三季度净亏损2686.12万元】财联社10月20日电，灵康药业公布2023年第三季度报告，本报告期营业收入3774.47万元，同比下降25.88%；归属于上市公司股东的净利润-2686.12万元。,灵康药业2023年第三季度净利润为多少？,灵康药业2023年第三季度归属于上市公司股东的净利润为-2686.12万元。,灵康药业2023年第三季度净利润为3774.47万元。,灵康药业2023年第三季度净利润为100万元。,灵康药业2023年第三季度净利润为0万元。,
189,【凌云股份：受灾子公司已基本恢复正常生产经营】财联社10月19日电，凌云股份公告，公司此前公告，位于涿州市开发区的两家子公司（控股子公司河北亚大汽车塑料制品有限公司和全资子公司阔丹凌云汽车胶管有限公司）（简称“受灾子公司”）因暴雨灾害影响受到损失。目前，受灾子公司已基本恢复正常生产经营，并已对客户正常供货。截至公告日，受灾子公司累计收到保险公司预付赔款1亿元，保险理赔定损测算仍在持续进行。,受灾子公司已恢复正常生产经营的原因是什么？,公司调拨了其他子公司的资源帮助受灾子公司恢复正常生产经营,公司采取了有效的灾害应对措施,暴雨灾害影响的损失得到了保险公司的赔偿,受灾子公司获得了政府的资金援助,
190,【菱电电控：收到零部件开发通知】财联社10月20日电，菱电电控公告，收到安徽江淮汽车集团股份有限公司发动机分公司动力研究院的《零部件开发通知》，本公司提供的零部件总成方案，经测试和验证工作，其性能满足项目要求，通知本公司加速推进量产产品开发的相关工作。,菱电电控收到了哪家公司的零部件开发通知？,浙江吉利控股集团发动机分公司动力研究院,上海大众汽车集团股份有限公司发动机分公司动力研究院,广东丰田汽车有限公司发动机分公司动力研究院,安徽江淮汽车集团股份有限公司发动机分公司动力研究院,
191,【柳工：子公司拟以1亿元参与佛朗斯香港首次公开发行】财联社10月20日电，柳工公告，公司全资子公司柳工机械香港有限公司拟以自有资金1亿元作为投资人参与广州佛朗斯股份有限公司香港首次公开发行，并建立双方战略合作机制。,柳工公告中，子公司拟以多少资金参与佛朗斯香港首次公开发行？,100万元,10亿元,1亿元,50亿元,
192,【龙高股份：前三季净利润9207万元同比增长9.87%】财联社10月19日电，龙高股份公布三季度报告，营业收入2.33亿元，同比增长3.24%，净利润9207万元，同比增长9.87%，基本每股收益0.72元。,龙高股份的净利润同比增长了多少？,0.0324,0.0987,9207万元,0.0233,
193,【龙虎榜|恩捷股份今日涨停一机构净买入1.32亿元】财联社10月20日电，恩捷股份今日涨停，成交额28.32亿元，换手率6.06%。龙虎榜数据显示，深股通买入1.85亿元并卖出1.27亿元，一机构净买入1.32亿元。,有一家机构净买入了多少钱的恩捷股份？,2.32亿元,0.85亿元,1.32亿元。,0.5亿元,
194,【龙泉股份：中标2.23亿元项目】财联社10月20日电，龙泉股份公告，公司中标某工程预应力钢筒混凝土管（PCCP）采购二标，中标价为2.23亿元（含税）。公司全资子公司新峰管业中标漳州34、三门56、金电项目、江苏绿能项目RCC-M2、3级碳钢管件设备采购标段二，中标金额为4579.67万元（含税）。,龙泉股份中标的项目总金额是多少？,龙泉股份中标的项目总金额是1亿元（含税）。,龙泉股份中标的项目总金额是2.23亿元（含税）。,龙泉股份中标的项目总金额是5亿元（含税）。,龙泉股份中标的项目总金额是4579.67万元（含税）。,
195,【马斯克要和库克磋商降低抽成提高X创作者收益】财联社 8月3日电，埃隆马斯克今天发布推文，表示计划就降低AppStore佣金一事，和 苹果首席执行官蒂姆库克洽谈。马斯克希望通过和库克的交流，按照X的营收收取30%的佣金，而不是按照创作者的报酬收取30%的佣金。,马斯克计划和库克磋商降低AppStore抽成，以提高X创作者收益的具体方式是什么？,马斯克希望按照X的营收收取30%的佣金，而不是按照创作者的报酬收取30%的佣金。,马斯克希望将AppStore的佣金降低到20%。,马斯克希望与库克磋商提高AppStore佣金抽成。,马斯克希望按照创作者的报酬收取30%的佣金，而不考虑X的营收。,
196,【媒体调查：多数受访经济学家预计加拿大央行将于10月25日维持隔夜利率不变】财联社10月20日电，媒体调查显示，大多数经济学家表示，加拿大央行将在2024年第二季度末将隔夜利率降至4.75%或更低。32位经济学家中，有29位表示加拿大央行将于10月25日维持隔夜利率在5.00%不变，而另外3位则认为将加息25个基点。,加拿大央行预计将隔夜利率维持不变的日期是什么？,有29位经济学家认为加拿大央行将维持隔夜利率在5.00%不变。,加拿大央行将在2024年第二季度末将隔夜利率降至4.75%或更低。,有3位经济学家认为加拿大央行将加息25个基点。,预计加拿大央行将于10月25日维持隔夜利率不变。,
197,【美国能源部：11月EIA原油和天然气库存周报可能会因系统升级计划而延后发布】财联社10月20日电，美国能源信息署（EIA）表示，EIA将按原定计划进行系统升级，这将造成11月8日的石油和和9日的天然气库存报告被推迟发布。11月15日，EIA将发布两份原油库存周报，16日将发布两份天然气库存周报。,为什么美国能源部11月的石油和天然气库存周报会延后发布？,美国能源部在11月8日和9日没有进行库存统计，因此无法发布报告。,由于数据泄露事件，美国能源部暂时停止发布石油和天然气库存周报。,石油和天然气库存数据没有重要性，所以美国能源部决定不再发布这些报告。,美国能源部表示，该部门将进行系统升级，因此11月8日的石油和9日的天然气库存周报会推迟发布。,
198,【美国升息叠加交易下滑黑石第三季利润下降12%】财联社10月19日电，黑石集团受到美国加息和交易撮合业务减少的影响，季度归属股东的利润录得12%的下降。第三季可分配利润总计12.1亿美元，折合每股94美分，低于分析师1.01美元的平均预估。这一业绩与黑石创下了两年新低的第二季利润基本一致。,黑石集团第三季度利润下降的原因是什么？,黑石集团第三季度利润下降的原因是黑石集团内部管理问题。,黑石集团第三季度利润下降的原因是美国升息和交易撮合业务减少。,黑石集团第三季度利润下降的原因是竞争对手的恶意竞争。,黑石集团第三季度利润下降的原因是全球经济不景气。,
199,【美联储梅斯特：美联储或许还需要再削减几年的资产负债表】财联社10月21日电，美联储梅斯特表示，美联储或许还需要再削减几年的资产负债表；不能忽视气候变化对经济和金融体系的影响；美联储必须将气候变化问题与其使命相对照。,美联储梅斯特认为为什么需要再削减几年的资产负债表？,美联储梅斯特认为需要再削减几年的资产负债表是为了应对经济衰退的风险。,美联储梅斯特认为需要再削减几年的资产负债表是为了降低通货膨胀压力。,美联储梅斯特认为需要再削减几年的资产负债表，是因为他认为美联储必须将气候变化问题与其使命相对照，不能忽视气候变化对经济和金融体系的影响。,美联储梅斯特认为需要再削减几年的资产负债表是为了增加市场资金供应。,
200,【民政部：截至9月底累计支出低保资金1436.8亿元】财联社10月20日电，民政部举行2023年第三季度例行新闻发布会。截至9月底，全国共有城乡低保对象3995.2万人，累计支出低保资金1436.8亿元；截至9月底，全国共有特困人员469.4万人，累计支出特困供养资金408.2亿元；前三季度共实施临时救助481.8万人次，累计支出临时救助资金64亿元。,截至9月底，全国共有特困人员多少万人？,全国共有特困人员469.4万人,全国共有特困人员348.9万人,全国共有特困人员575.6万人,全国共有特困人员623.2万人,
201,【明冠新材：前三季净利润4540万元同比下降66.27%】财联社10月19日电，明冠新材公布三季度报告，营业收入11.66亿元，同比下降14.63%，净利润4540万元，同比下降66.27%，基本每股收益0.23元。,明冠新材前三季净利润为多少，同比下降了多少？,前三季净利润为6600万元，同比下降了50%。,前三季净利润为11.66亿元，同比下降了14.63%。,前三季净利润为4540万元，同比下降了66.27%。,前三季净利润为23元，同比下降了0.23%。,
202,【墨西哥东南部发生5.2级地震】财联社10月21日电，根据墨西哥国家地震监测局（SSN）的信息，当地时间10月20日17时许，墨西哥东南部恰帕斯州的玛帕斯特佩克市（Mapastepec）西南方向约103公里处发生5.2级地震，震源深度约10公里。墨西哥的地震预警系统没有启动，目前暂无人员伤亡和财产损失的报告。,墨西哥东南部玛帕斯特佩克市发生地震的时间是？,当地时间10月20日12时许,当地时间10月20日17时许,当地时间10月21日17时许,当地时间10月19日17时许,
203,【南王科技：第三季度净利润2235.06万元同比增长11.70%】财联社10月22日电，南王科技公布2023年第三季度报告，本报告期营业收入3.28亿元，同比增长18.48%；归属于上市公司股东的净利润2235.06万元，同比增长11.70%；归属于上市公司股东的扣除非经常性损益的净利润2076.62万元，同比增长8.84%；基本每股收益0.11元/股。,南王科技2023年第三季度净利润同比增长了多少？,0.11元/股,0.1848,0.0884,0.117,
204,【南网能源：第三季度拟开展的分布式光伏业务项目装机规模约22.34万千瓦】财联社10月20日电，南网能源公告，2023年第三季度，公司经决策拟开展的分布式光伏业务项目装机规模约22.34万千瓦，投资总额约9.10亿元。,南网能源计划开展的分布式光伏业务项目的投资总额是多少？,投资总额约9亿元,投资总额约9.10亿元,投资总额约22.34万千瓦,投资总额约10.34亿元,
205,【南向资金今日净买入超18亿港元美团获净买入居前】财联社10月20日电，南向资金今日净买入18.68亿港元。港股通（沪）方面，美团-W、中芯国际分别获净买入3.59亿港元、3.1亿港元；盈富基金遭净卖出5.17亿港元；港股通（深）方面，南方恒生科技、美团-W分别获净买入2.45亿港元、1.41亿港元；中国海洋石油遭净卖出2.72亿港元。,南向资金今日净买入了多少港元？,25.17亿港元,18.68亿港元,8.90亿港元,12.03亿港元,
206,【南向资金今日净买入近18亿港元盈富基金获净买入居前】财联社10月19日电，南向资金今日净买入17.92亿港元。港股通（沪）方面，美团-W、中芯国际分别获净买入2.16亿港元、2.07亿港元；香港交易所遭净卖出1.36亿港元；港股通（深）方面，盈富基金、南方恒生科技分别获净买入5.48亿港元、4.45亿港元；腾讯控股遭净卖出3.48亿港元。,今日南向资金净买入近18亿港元的居前基金是哪家？,盈富基金,中芯国际,美团-W,南方恒生科技,
207,【南向资金今日净买入约120亿港元盈富基金获净买入居前】财联社9月5日电，南向资金今日净买入119.98亿港元。港股通（沪）方面，盈富基金、南方恒生科技分别获净买入29.36亿港元、6.58亿港元；中芯国际遭净卖出4.57亿港元；港股通（深）方面，盈富基金、南方恒生科技分别获净买入28.65亿港元、6.68亿港元；中芯国际遭净卖出2.32亿港元。,南向资金今日净买入多少亿港元？,150亿港元,119.98亿港元,80亿港元,20亿港元,
208,【逆势布局外资公募积极申报权益类基金】财联社10月20日电，A股市场持续震荡之际，长线资金仍在加大布局力度。10月18日，外商独资公募施罗德基金上报了一只股票基金，这也是其首只主动权益类基金产品。目前，全市场已有包括贝莱德、富达、路博迈、施罗德等在内的9家外商独资公募基金，其旗下产品数量也在稳步增长。多位外资公募掌门人表示，未来仍将积极引入各类权益产品，把握中国市场长期投资机会。,外商独资公募基金在A股市场中加大布局力度的原因是什么？,外商独资公募基金希望通过股票基金产品赚取短期投机利润。,由于A股市场持续震荡，外商独资公募基金看好中国市场长期投资机会，因此加大了对权益类基金的申报和布局力度。,外商独资公募基金受到中国政府的鼓励和支持，因此扩大了在中国市场的投资。,外商独资公募基金认为A股市场的震荡将持续下去，因此希望通过权益类基金分散风险。,
209,【宁波航交所：9月航运业景气指数为108.58点同比上涨5.2%】财联社10月20日电，据宁波航运交易所消息，2023年9月，宁波航运经济指数显示，航运业景气指数为108.58点，环比上涨4.4%，同比上涨5.2%；航运企业信心指数为93.4点，环比上涨1.7%，同比下跌3.1%。,2023年9月宁波航运业的航运业景气指数同比增长了多少？,0.044,0.017,0.031,0.052,
